query,response
How many servings does Far Breton yield?,Far Breton yields 8 servings. This is great for group serving meal.
How many servings does Far Breton yield?,Far Breton yields 8 servings. This is great for group serving meal.
How do I make Drozdzowka (Polish Yeast Plum Cake)?,"To prepare Drozdzowka (Polish Yeast Plum Cake), follow these steps: 
In a saucepan over very low heat, warm up 1/2 cup of milk to no more than 100 degrees F (38 degrees C); stir in 1 tablespoon of flour and 1 tablespoon of sugar
 Remove from heat and transfer to a bowl
 Crumble the cake yeast into the milk mixture, and gently stir until the mixture becomes creamy
 Cover the pan with a cloth, and set aside in a warm place until the yeast forms a spongy texture, 20 to 30 minutes

Melt margarine in a saucepan over low heat; remove from heat and allow to cool to lukewarm

Preheat oven to 350 degrees F (175 degrees C)
 Grease a 9x13-inch baking dish, and sprinkle with bread crumbs

Place eggs and 1 1/8 cup sugar into a blender, and process until the mixture is yellow and fluffy
 In a large mixing bowl, whisk together 8 cups of flour with vanilla sugar
 Stir in the egg mixture, activated yeast mixture, and lukewarm margarine; start kneading 1 cup milk, or as needed, into the dough, a little at a time, until the dough stops sticking to your fingers and becomes smooth and even
 Knead for at least 15 minutes, working to incorporate as much air as possible into the dough as you knead

Press the dough evenly into the prepared baking sheet, and arrange the plums over the top of the dough
 Set aside

In a bowl, cut together 1 1/2 cup flour, the butter, and 1/2 cup of sugar with a pastry cutter until the mixture resembles fine crumbs; sprinkle the streusel mixture over the plums
 Dust streusel with cinnamon, if desired

Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 1 hour to 1 hour and 10 minutes
"
What are the steps to prepare Drozdzowka (Polish Yeast Plum Cake)?,"To prepare Drozdzowka (Polish Yeast Plum Cake), follow these steps: 
In a saucepan over very low heat, warm up 1/2 cup of milk to no more than 100 degrees F (38 degrees C); stir in 1 tablespoon of flour and 1 tablespoon of sugar
 Remove from heat and transfer to a bowl
 Crumble the cake yeast into the milk mixture, and gently stir until the mixture becomes creamy
 Cover the pan with a cloth, and set aside in a warm place until the yeast forms a spongy texture, 20 to 30 minutes

Melt margarine in a saucepan over low heat; remove from heat and allow to cool to lukewarm

Preheat oven to 350 degrees F (175 degrees C)
 Grease a 9x13-inch baking dish, and sprinkle with bread crumbs

Place eggs and 1 1/8 cup sugar into a blender, and process until the mixture is yellow and fluffy
 In a large mixing bowl, whisk together 8 cups of flour with vanilla sugar
 Stir in the egg mixture, activated yeast mixture, and lukewarm margarine; start kneading 1 cup milk, or as needed, into the dough, a little at a time, until the dough stops sticking to your fingers and becomes smooth and even
 Knead for at least 15 minutes, working to incorporate as much air as possible into the dough as you knead

Press the dough evenly into the prepared baking sheet, and arrange the plums over the top of the dough
 Set aside

In a bowl, cut together 1 1/2 cup flour, the butter, and 1/2 cup of sugar with a pastry cutter until the mixture resembles fine crumbs; sprinkle the streusel mixture over the plums
 Dust streusel with cinnamon, if desired

Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 1 hour to 1 hour and 10 minutes
"
Can you break down the steps to cook Drozdzowka (Polish Yeast Plum Cake)?,"To prepare Drozdzowka (Polish Yeast Plum Cake), follow these steps: 
In a saucepan over very low heat, warm up 1/2 cup of milk to no more than 100 degrees F (38 degrees C); stir in 1 tablespoon of flour and 1 tablespoon of sugar
 Remove from heat and transfer to a bowl
 Crumble the cake yeast into the milk mixture, and gently stir until the mixture becomes creamy
 Cover the pan with a cloth, and set aside in a warm place until the yeast forms a spongy texture, 20 to 30 minutes

Melt margarine in a saucepan over low heat; remove from heat and allow to cool to lukewarm

Preheat oven to 350 degrees F (175 degrees C)
 Grease a 9x13-inch baking dish, and sprinkle with bread crumbs

Place eggs and 1 1/8 cup sugar into a blender, and process until the mixture is yellow and fluffy
 In a large mixing bowl, whisk together 8 cups of flour with vanilla sugar
 Stir in the egg mixture, activated yeast mixture, and lukewarm margarine; start kneading 1 cup milk, or as needed, into the dough, a little at a time, until the dough stops sticking to your fingers and becomes smooth and even
 Knead for at least 15 minutes, working to incorporate as much air as possible into the dough as you knead

Press the dough evenly into the prepared baking sheet, and arrange the plums over the top of the dough
 Set aside

In a bowl, cut together 1 1/2 cup flour, the butter, and 1/2 cup of sugar with a pastry cutter until the mixture resembles fine crumbs; sprinkle the streusel mixture over the plums
 Dust streusel with cinnamon, if desired

Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 1 hour to 1 hour and 10 minutes
"
What ingredients do I need to make Drozdzowka (Polish Yeast Plum Cake)?,"To prepare Drozdzowka (Polish Yeast Plum Cake), follow these steps: 
In a saucepan over very low heat, warm up 1/2 cup of milk to no more than 100 degrees F (38 degrees C); stir in 1 tablespoon of flour and 1 tablespoon of sugar
 Remove from heat and transfer to a bowl
 Crumble the cake yeast into the milk mixture, and gently stir until the mixture becomes creamy
 Cover the pan with a cloth, and set aside in a warm place until the yeast forms a spongy texture, 20 to 30 minutes

Melt margarine in a saucepan over low heat; remove from heat and allow to cool to lukewarm

Preheat oven to 350 degrees F (175 degrees C)
 Grease a 9x13-inch baking dish, and sprinkle with bread crumbs

Place eggs and 1 1/8 cup sugar into a blender, and process until the mixture is yellow and fluffy
 In a large mixing bowl, whisk together 8 cups of flour with vanilla sugar
 Stir in the egg mixture, activated yeast mixture, and lukewarm margarine; start kneading 1 cup milk, or as needed, into the dough, a little at a time, until the dough stops sticking to your fingers and becomes smooth and even
 Knead for at least 15 minutes, working to incorporate as much air as possible into the dough as you knead

Press the dough evenly into the prepared baking sheet, and arrange the plums over the top of the dough
 Set aside

In a bowl, cut together 1 1/2 cup flour, the butter, and 1/2 cup of sugar with a pastry cutter until the mixture resembles fine crumbs; sprinkle the streusel mixture over the plums
 Dust streusel with cinnamon, if desired

Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 1 hour to 1 hour and 10 minutes
"
Can you break down the steps to cook Judy's Brown Sauce?,"To prepare Judy's Brown Sauce, follow these steps: 
Working in batches, place the apples, plums and onions into the work bowl of a food processor, and grind until fine
 Transfer the ground fruit and onions into a large pot, and stir in the malt vinegar, sugar, salt, Worcestershire sauce, garlic, ginger, nutmeg, allspice, and cayenne pepper until the mixture is well combined
 Bring to a simmer over low heat, and simmer until brown and thickened, about 3 to 4 hours

Sterilize the jars and lids in boiling water for at least 5 minutes
 Pack the sauce into the hot, sterilized jars, filling the jars to within 1/4 inch of the top
 Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles
 Wipe the rims of the jars with a moist paper towel to remove any food residue
 Top with lids, and screw on rings

Place a rack in the bottom of a large stockpot, and fill halfway with water
 Bring to a boil over high heat, then carefully lower the jars into the pot using a holder
 Leave a 2 inch space between the jars
 Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars
 Bring the water to a full boil, cover the pot, and process for 10 minutes

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool
 Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)
 Store in a cool, dark area
"
What is the prep and cook time for Judy's Brown Sauce?,Judy's Brown Sauce usually takes 2 hrs minutes to prepare and 3 hrs minutes to cook.
What is the nutrition information for Judy's Brown Sauce?,"Here is the nutrition information for Judy's Brown Sauce: Total Fat 0g 0%,
 Sodium 9mg 0%,
 Total Carbohydrate 8g 3%,
 Dietary Fiber 0g 1%,
 Total Sugars 7g,
 Protein 0g,
 Vitamin C 2mg 12%,
 Calcium 4mg 0%,
 Iron 0mg 1%,
 Potassium 39mg 1%"
How do I make Judy's Brown Sauce?,"To prepare Judy's Brown Sauce, follow these steps: 
Working in batches, place the apples, plums and onions into the work bowl of a food processor, and grind until fine
 Transfer the ground fruit and onions into a large pot, and stir in the malt vinegar, sugar, salt, Worcestershire sauce, garlic, ginger, nutmeg, allspice, and cayenne pepper until the mixture is well combined
 Bring to a simmer over low heat, and simmer until brown and thickened, about 3 to 4 hours

Sterilize the jars and lids in boiling water for at least 5 minutes
 Pack the sauce into the hot, sterilized jars, filling the jars to within 1/4 inch of the top
 Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles
 Wipe the rims of the jars with a moist paper towel to remove any food residue
 Top with lids, and screw on rings

Place a rack in the bottom of a large stockpot, and fill halfway with water
 Bring to a boil over high heat, then carefully lower the jars into the pot using a holder
 Leave a 2 inch space between the jars
 Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars
 Bring the water to a full boil, cover the pot, and process for 10 minutes

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool
 Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)
 Store in a cool, dark area
"
What is the prep and cook time for Judy's Brown Sauce?,Judy's Brown Sauce usually takes 2 hrs minutes to prepare and 3 hrs minutes to cook.
What ingredients do I need to make Pork Tenderloin with Balsamic Plum Reduction?,"To prepare Pork Tenderloin with Balsamic Plum Reduction, follow these steps: 
Preheat oven to 400 degrees F (200 degrees C)
 Line a baking sheet with foil

Season the pork tenderloin with salt and pepper
 Heat olive oil in a heavy skillet over high heat until the oil shimmers; gently lay the tenderloin into the hot oil
 After about 1 minute, gently loosen the meat from the bottom of the skillet, if necessary
 Cook until the pork is seared a golden brown color, about 3 minutes per side
 Transfer the pork to the lined baking sheet

Roast the seared tenderloin in the preheated oven until a thermometer inserted into the center of the pork reads at least 145 degrees F (63 degrees C), about 15 minutes
 Remove the pork from the oven and allow to rest for 10 minutes before slicing into medallions

Cook the plums, balsamic vinegar, brown sugar, honey, and blueberry juice in a small saucepan over medium-low heat, stirring often, until the plums are soft, about 10 minutes
 Transfer the sauce to a blender and blend until smooth
 Return the sauce to the saucepan and simmer until reduced and thickened to the consistency of apple butter, about 5 more minutes
 Spoon plum sauce over the sliced pork to serve
"
What is the nutrition information for Pork Tenderloin with Balsamic Plum Reduction?,"Here is the nutrition information for Pork Tenderloin with Balsamic Plum Reduction: Total Fat 6g 8%,
 Saturated Fat 1g 7%,
 Cholesterol 49mg 16%,
 Sodium 42mg 2%,
 Total Carbohydrate 12g 4%,
 Dietary Fiber 0g 1%,
 Total Sugars 12g,
 Protein 18g,
 Vitamin C 2mg 12%,
 Calcium 11mg 1%,
 Iron 1mg 5%,
 Potassium 334mg 7%"
What is the prep and cook time for Plum Chipotle Sauce?,Plum Chipotle Sauce usually takes 1 hrs minutes to prepare and 1 hrs 40 mins minutes to cook.
What are the steps to prepare Plum Chipotle Sauce?,"To prepare Plum Chipotle Sauce, follow these steps: 
Place the plums, a few at a time, into a colander set over a large bowl
 With gloved hands, squeeze the plums in the colander, forcing the juice through the holes of the colander
 Discard spent pulp, and repeat to produce 8 cups of plum juice

Pour 3/4 cup of plum juice into a small saucepan with garlic and onion, place over medium heat, and bring to a boil
 Reduce heat to medium-low, and simmer until the onion is translucent, about 5 minutes

Pour the juice-onion mixture into a large pot, and add the remaining 7 1/2 cups of plum juice
 Stir in the sugar, apple cider vinegar, Southwest chipotle seasoning, roasted garlic seasoning, jalapeno pepper, salt, and liquid smoke flavoring until the sugar and salt have dissolved
 Bring the mixture to a boil over medium heat, reduce heat to a simmer, and cook the sauce down until thickened, about 1 1/2 hours
 Stir frequently to prevent burning

Sterilize the jars and lids in boiling water for at least 5 minutes
 Pack the sauce into the hot, sterilized jars, filling the jars to within 1/4 inch of the top
 Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles
 Wipe the rims of the jars with a moist paper towel to remove any food residue
 Top with lids, and screw on rings

Place a rack in the bottom of a large stockpot and fill halfway with water
 Bring to a boil over high heat, then carefully lower the jars into the pot using a holder
 Leave a 2 inch space between the jars
 Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars
 Bring the water to a full boil, cover the pot, and process for 10 minutes

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool
 Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)
 Store in a cool, dark area
"
Can you break down the steps to cook Plum Chipotle Sauce?,"To prepare Plum Chipotle Sauce, follow these steps: 
Place the plums, a few at a time, into a colander set over a large bowl
 With gloved hands, squeeze the plums in the colander, forcing the juice through the holes of the colander
 Discard spent pulp, and repeat to produce 8 cups of plum juice

Pour 3/4 cup of plum juice into a small saucepan with garlic and onion, place over medium heat, and bring to a boil
 Reduce heat to medium-low, and simmer until the onion is translucent, about 5 minutes

Pour the juice-onion mixture into a large pot, and add the remaining 7 1/2 cups of plum juice
 Stir in the sugar, apple cider vinegar, Southwest chipotle seasoning, roasted garlic seasoning, jalapeno pepper, salt, and liquid smoke flavoring until the sugar and salt have dissolved
 Bring the mixture to a boil over medium heat, reduce heat to a simmer, and cook the sauce down until thickened, about 1 1/2 hours
 Stir frequently to prevent burning

Sterilize the jars and lids in boiling water for at least 5 minutes
 Pack the sauce into the hot, sterilized jars, filling the jars to within 1/4 inch of the top
 Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles
 Wipe the rims of the jars with a moist paper towel to remove any food residue
 Top with lids, and screw on rings

Place a rack in the bottom of a large stockpot and fill halfway with water
 Bring to a boil over high heat, then carefully lower the jars into the pot using a holder
 Leave a 2 inch space between the jars
 Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars
 Bring the water to a full boil, cover the pot, and process for 10 minutes

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool
 Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)
 Store in a cool, dark area
"
What are the steps to prepare Plum Chipotle Sauce?,"To prepare Plum Chipotle Sauce, follow these steps: 
Place the plums, a few at a time, into a colander set over a large bowl
 With gloved hands, squeeze the plums in the colander, forcing the juice through the holes of the colander
 Discard spent pulp, and repeat to produce 8 cups of plum juice

Pour 3/4 cup of plum juice into a small saucepan with garlic and onion, place over medium heat, and bring to a boil
 Reduce heat to medium-low, and simmer until the onion is translucent, about 5 minutes

Pour the juice-onion mixture into a large pot, and add the remaining 7 1/2 cups of plum juice
 Stir in the sugar, apple cider vinegar, Southwest chipotle seasoning, roasted garlic seasoning, jalapeno pepper, salt, and liquid smoke flavoring until the sugar and salt have dissolved
 Bring the mixture to a boil over medium heat, reduce heat to a simmer, and cook the sauce down until thickened, about 1 1/2 hours
 Stir frequently to prevent burning

Sterilize the jars and lids in boiling water for at least 5 minutes
 Pack the sauce into the hot, sterilized jars, filling the jars to within 1/4 inch of the top
 Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles
 Wipe the rims of the jars with a moist paper towel to remove any food residue
 Top with lids, and screw on rings

Place a rack in the bottom of a large stockpot and fill halfway with water
 Bring to a boil over high heat, then carefully lower the jars into the pot using a holder
 Leave a 2 inch space between the jars
 Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars
 Bring the water to a full boil, cover the pot, and process for 10 minutes

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool
 Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)
 Store in a cool, dark area
"
How many servings does Fruit-Stuffed Pork Loin yield?,Fruit-Stuffed Pork Loin yields 8 servings. This is great for group serving meal.
What are the steps to prepare Fruit-Stuffed Pork Loin?,"To prepare Fruit-Stuffed Pork Loin, follow these steps: 
Preheat oven to 325 degrees F (165 degrees C)

Mix prunes, apricots, ginger, orange zest, 1/2 teaspoon cumin, and cinnamon in a bowl; season with salt and black pepper

Open pork roast and spoon stuffing down the center; fold meat over stuffing and tie securely in several places with kitchen twine
 Set roast onto a rack in a roasting pan

Combine brown sugar, flour, cider vinegar, 1 teaspoon cumin, and mustard powder into a paste; spread brown sugar mixture over the roast

Bake in the preheated oven until a meat thermometer inserted into center of stuffing reads 160 degrees F (70 degrees C), about 1 1/2 hours
 Transfer roast to a serving platter and tent with aluminum foil while you make gravy

Skim fat from roasting pan and transfer defatted drippings into a small saucepan
 Pour 1/2 cup water into roasting pan and scrape up and dissolve any browned bits of food into water; pour into saucepan with pan juices
 Bring pan juices to a boil over medium heat
 Dissolve cornstarch in 1 tablespoon water in a small bowl and whisk cornstarch mixture into pan juices, stirring constantly until thickened, about 1 minute
 Strain gravy into a gravy boat
 Serve gravy with roast
"
Can you break down the steps to cook Fruit-Stuffed Pork Loin?,"To prepare Fruit-Stuffed Pork Loin, follow these steps: 
Preheat oven to 325 degrees F (165 degrees C)

Mix prunes, apricots, ginger, orange zest, 1/2 teaspoon cumin, and cinnamon in a bowl; season with salt and black pepper

Open pork roast and spoon stuffing down the center; fold meat over stuffing and tie securely in several places with kitchen twine
 Set roast onto a rack in a roasting pan

Combine brown sugar, flour, cider vinegar, 1 teaspoon cumin, and mustard powder into a paste; spread brown sugar mixture over the roast

Bake in the preheated oven until a meat thermometer inserted into center of stuffing reads 160 degrees F (70 degrees C), about 1 1/2 hours
 Transfer roast to a serving platter and tent with aluminum foil while you make gravy

Skim fat from roasting pan and transfer defatted drippings into a small saucepan
 Pour 1/2 cup water into roasting pan and scrape up and dissolve any browned bits of food into water; pour into saucepan with pan juices
 Bring pan juices to a boil over medium heat
 Dissolve cornstarch in 1 tablespoon water in a small bowl and whisk cornstarch mixture into pan juices, stirring constantly until thickened, about 1 minute
 Strain gravy into a gravy boat
 Serve gravy with roast
"
What is the prep and cook time for Fruit-Stuffed Pork Loin?,Fruit-Stuffed Pork Loin usually takes 20 mins minutes to prepare and 1 hrs 40 mins minutes to cook.
What are the steps to prepare Fruit-Stuffed Pork Loin?,"To prepare Fruit-Stuffed Pork Loin, follow these steps: 
Preheat oven to 325 degrees F (165 degrees C)

Mix prunes, apricots, ginger, orange zest, 1/2 teaspoon cumin, and cinnamon in a bowl; season with salt and black pepper

Open pork roast and spoon stuffing down the center; fold meat over stuffing and tie securely in several places with kitchen twine
 Set roast onto a rack in a roasting pan

Combine brown sugar, flour, cider vinegar, 1 teaspoon cumin, and mustard powder into a paste; spread brown sugar mixture over the roast

Bake in the preheated oven until a meat thermometer inserted into center of stuffing reads 160 degrees F (70 degrees C), about 1 1/2 hours
 Transfer roast to a serving platter and tent with aluminum foil while you make gravy

Skim fat from roasting pan and transfer defatted drippings into a small saucepan
 Pour 1/2 cup water into roasting pan and scrape up and dissolve any browned bits of food into water; pour into saucepan with pan juices
 Bring pan juices to a boil over medium heat
 Dissolve cornstarch in 1 tablespoon water in a small bowl and whisk cornstarch mixture into pan juices, stirring constantly until thickened, about 1 minute
 Strain gravy into a gravy boat
 Serve gravy with roast
"
What ingredients do I need to make Ponche de Frutas (Fruit Punch)?,"To prepare Ponche de Frutas (Fruit Punch), follow these steps: 
In a large punch bowl, combine orange juice, lemon juice, grapes, plums and pineapple
 Stir in sugar
 Pour in tea and crushed ice
"
How long does it take to prepare Ponche de Frutas (Fruit Punch)?,Ponche de Frutas (Fruit Punch) usually takes 20 mins minutes to prepare and nan minutes to cook.
What ingredients do I need to make Ponche de Frutas (Fruit Punch)?,"To prepare Ponche de Frutas (Fruit Punch), follow these steps: 
In a large punch bowl, combine orange juice, lemon juice, grapes, plums and pineapple
 Stir in sugar
 Pour in tea and crushed ice
"
Can you break down the steps to cook Rogaliki (Polish Jam-Filled Crescents)?,"To prepare Rogaliki (Polish Jam-Filled Crescents), follow these steps: 
Stir milk and yeast together in a bowl until smooth
 Set aside until foamy, about 10 minutes

Preheat the oven to 350 degrees F (175 degrees C)
 Line a baking sheet with parchment paper

Combine flour, butter, sour cream, sugar, eggs, and egg yolks in a large bowl
 Stir in yeast mixture
 Mix well using an electric mixer at first, then using your hands

Turn out dough onto a floured work surface and knead until smooth, adding more flour, 1 tablespoon at a time, if dough is sticking to your hands
 Form dough into a long log and cut into 1 1/2-inch rounds
 Cover rounds with a cloth

Roll each round of dough into a thin circle
 Cut the circle into six triangles, as you would a pizza
 Place 1 teaspoon jam at the wider end of each triangle, then roll up like a croissant
 Place on the prepared baking sheet
 Repeat until all the dough is used up

Bake in the preheated oven until rogaliki have risen and are golden brown, about 20 minutes
 Remove from oven and cool completely, about 30 minutes

Place confectioners' sugar in a bowl and stir in water, 1 tablespoon at a time, until a drizzling consistency is reached
 Drizzle icing over cooled rogaliki
"
What is the prep and cook time for Rogaliki (Polish Jam-Filled Crescents)?,Rogaliki (Polish Jam-Filled Crescents) usually takes 1 hrs minutes to prepare and 20 mins minutes to cook.
What is the prep and cook time for Rogaliki (Polish Jam-Filled Crescents)?,Rogaliki (Polish Jam-Filled Crescents) usually takes 1 hrs minutes to prepare and 20 mins minutes to cook.
Can you break down the steps to cook Rogaliki (Polish Jam-Filled Crescents)?,"To prepare Rogaliki (Polish Jam-Filled Crescents), follow these steps: 
Stir milk and yeast together in a bowl until smooth
 Set aside until foamy, about 10 minutes

Preheat the oven to 350 degrees F (175 degrees C)
 Line a baking sheet with parchment paper

Combine flour, butter, sour cream, sugar, eggs, and egg yolks in a large bowl
 Stir in yeast mixture
 Mix well using an electric mixer at first, then using your hands

Turn out dough onto a floured work surface and knead until smooth, adding more flour, 1 tablespoon at a time, if dough is sticking to your hands
 Form dough into a long log and cut into 1 1/2-inch rounds
 Cover rounds with a cloth

Roll each round of dough into a thin circle
 Cut the circle into six triangles, as you would a pizza
 Place 1 teaspoon jam at the wider end of each triangle, then roll up like a croissant
 Place on the prepared baking sheet
 Repeat until all the dough is used up

Bake in the preheated oven until rogaliki have risen and are golden brown, about 20 minutes
 Remove from oven and cool completely, about 30 minutes

Place confectioners' sugar in a bowl and stir in water, 1 tablespoon at a time, until a drizzling consistency is reached
 Drizzle icing over cooled rogaliki
"
What ingredients do I need to make Rogaliki (Polish Jam-Filled Crescents)?,"To prepare Rogaliki (Polish Jam-Filled Crescents), follow these steps: 
Stir milk and yeast together in a bowl until smooth
 Set aside until foamy, about 10 minutes

Preheat the oven to 350 degrees F (175 degrees C)
 Line a baking sheet with parchment paper

Combine flour, butter, sour cream, sugar, eggs, and egg yolks in a large bowl
 Stir in yeast mixture
 Mix well using an electric mixer at first, then using your hands

Turn out dough onto a floured work surface and knead until smooth, adding more flour, 1 tablespoon at a time, if dough is sticking to your hands
 Form dough into a long log and cut into 1 1/2-inch rounds
 Cover rounds with a cloth

Roll each round of dough into a thin circle
 Cut the circle into six triangles, as you would a pizza
 Place 1 teaspoon jam at the wider end of each triangle, then roll up like a croissant
 Place on the prepared baking sheet
 Repeat until all the dough is used up

Bake in the preheated oven until rogaliki have risen and are golden brown, about 20 minutes
 Remove from oven and cool completely, about 30 minutes

Place confectioners' sugar in a bowl and stir in water, 1 tablespoon at a time, until a drizzling consistency is reached
 Drizzle icing over cooled rogaliki
"
How many servings does Zwetschekuchen (German Plum Tart) yield?,Zwetschekuchen (German Plum Tart) yields 12 servings. This is great for group serving meal.
What is the nutrition information for Zwetschekuchen (German Plum Tart)?,"Here is the nutrition information for Zwetschekuchen (German Plum Tart): Total Fat 18g 23%,
 Saturated Fat 10g 52%,
 Cholesterol 106mg 35%,
 Sodium 123mg 5%,
 Total Carbohydrate 68g 25%,
 Dietary Fiber 3g 10%,
 Total Sugars 35g,
 Protein 7g,
 Vitamin C 11mg 55%,
 Calcium 27mg 2%,
 Iron 2mg 13%,
 Potassium 243mg 5%"
How do I make Spinach Pomegranate Salad?,"To prepare Spinach Pomegranate Salad, follow these steps: 
Place spinach into a salad bowl
 Top with walnuts, feta, red onion, alfalfa sprouts, and pomegranate seeds
 Drizzle with vinaigrette
"
What are the steps to prepare Spinach Pomegranate Salad?,"To prepare Spinach Pomegranate Salad, follow these steps: 
Place spinach into a salad bowl
 Top with walnuts, feta, red onion, alfalfa sprouts, and pomegranate seeds
 Drizzle with vinaigrette
"
What is the nutrition information for Spinach Pomegranate Salad?,"Here is the nutrition information for Spinach Pomegranate Salad: Total Fat 21g 27%,
 Saturated Fat 6g 31%,
 Cholesterol 28mg 9%,
 Sodium 585mg 25%,
 Total Carbohydrate 15g 5%,
 Dietary Fiber 3g 11%,
 Total Sugars 9g,
 Protein 10g,
 Vitamin C 24mg 118%,
 Calcium 245mg 19%,
 Iron 3mg 19%,
 Potassium 596mg 13%"
What is the nutrition information for Chiles en Nogada (Mexican Stuffed Poblano Peppers in Walnut Sauce)?,"Here is the nutrition information for Chiles en Nogada (Mexican Stuffed Poblano Peppers in Walnut Sauce): Total Fat 51g 65%,
 Saturated Fat 13g 66%,
 Cholesterol 86mg 29%,
 Sodium 227mg 10%,
 Total Carbohydrate 41g 15%,
 Dietary Fiber 9g 30%,
 Total Sugars 23g,
 Protein 34g,
 Vitamin C 107mg 533%,
 Calcium 231mg 18%,
 Iron 4mg 24%,
 Potassium 1220mg 26%"
How long does it take to prepare Chiles en Nogada (Mexican Stuffed Poblano Peppers in Walnut Sauce)?,Chiles en Nogada (Mexican Stuffed Poblano Peppers in Walnut Sauce) usually takes 1 hrs minutes to prepare and 30 mins minutes to cook.
Can you give me the full recipe for Chiles en Nogada (Mexican Stuffed Poblano Peppers in Walnut Sauce)?,"Here is the full recipe for Chiles en Nogada (Mexican Stuffed Poblano Peppers in Walnut Sauce):
Ingredients: 8  poblano peppers
Servings: 8
Prep time: 1 hrs
Cook time: 30 mins
Directions: Roast poblano chiles over an open flame on a gas stove or grill until the skin is black and charred on all sides, turning often, 10 to 15 minutes.
Place the charred chiles in a plastic bag or in a large bowl covered with plastic wrap. Allow to sit for 5 to 10 minutes, then open and peel off the skin. Cut a slit in each chile lengthwise and remove the seeds.
Heat olive oil in a large pot over medium heat. Add onion and garlic and cook until soft and translucent, 3 to 4 minutes. Add ground pork and cook until browned, breaking up with a spoon while cooking, about 7 minutes. Mix in tomatoes, plantain, apple, peach, parsley, candied orange peel, pine nuts, raisins, almonds, cloves, salt, and pepper. Simmer until filling is cooked through and flavors are well combined, about 10 minutes.
Combine walnuts, milk, goat cheese, sugar, and cinnamon stick in a blender; blend until walnut sauce is smooth and creamy.
Fill each poblano chile with the pork filling and place on a plate. Spoon walnut sauce over chile and sprinkle with pomegranate seeds and parsley.
Nutrition: Total Fat 51g 65%,
 Saturated Fat 13g 66%,
 Cholesterol 86mg 29%,
 Sodium 227mg 10%,
 Total Carbohydrate 41g 15%,
 Dietary Fiber 9g 30%,
 Total Sugars 23g,
 Protein 34g,
 Vitamin C 107mg 533%,
 Calcium 231mg 18%,
 Iron 4mg 24%,
 Potassium 1220mg 26%"
How many servings does Chiles en Nogada (Mexican Stuffed Poblano Peppers in Walnut Sauce) yield?,Chiles en Nogada (Mexican Stuffed Poblano Peppers in Walnut Sauce) yields 8 servings. This is great for group serving meal.
What are the steps to prepare Christmas Pomegranate Salad?,"To prepare Christmas Pomegranate Salad, follow these steps: 
Toss leafy greens, pomegranate seeds, blue cheese, and walnuts together in a medium-sized salad bowl
 Add cranberry vinaigrette just before serving
"
What ingredients do I need to make Christmas Pomegranate Salad?,"To prepare Christmas Pomegranate Salad, follow these steps: 
Toss leafy greens, pomegranate seeds, blue cheese, and walnuts together in a medium-sized salad bowl
 Add cranberry vinaigrette just before serving
"
Can you break down the steps to cook Christmas Pomegranate Salad?,"To prepare Christmas Pomegranate Salad, follow these steps: 
Toss leafy greens, pomegranate seeds, blue cheese, and walnuts together in a medium-sized salad bowl
 Add cranberry vinaigrette just before serving
"
